									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
50	01099	Monroe	AL	50	1	1099	Monroe	AL	8846	3863	43.70%	4978	56.30%	1115	12.60%	R	R1		ffcccc	0.618	1	1.6	6056	0	0.00%	5910	97.60%	5764	97.60%	R	R5		990000	0.618	1	1.6	6027	2465	40.90%	3558	59.00%	1093	18.10%	R	R1		ffcccc	0.618	1	1.6	6379	0	0.00%	6293	98.70%	6293	98.70%	R	R5		990000	0.618	1	1.6	5259	0	0.00%	4604	87.50%	4604	87.50%	R	R5		990000	0.618	1	1.6
51	01101	Montgomery	AL	51		1101	Montgomery	AL	76469	50099	65.50%	26257	34.30%	23842	-31.20%	D	B2		99ccff	0.618	2	2.6	93276	58960	63.20%	32114	34.40%	26846	-28.80%	D	B2		99ccff	0.618	2	2.6	56530	32746	57.90%	23702	41.90%	9044	-16.00%	D	B1		cce5ff	0.618	1	1.6	100117	60877	60.80%	39171	39.10%	21706	-21.70%	D	B2		99ccff	0.618	2	2.6	73362	41559	56.60%	31539	43.00%	10020	-13.70%	D	B1		cce5ff	0.618	2	2.6
52	01103	Morgan	AL	52	5	1103	Morgan	AL	39427	10816	27.40%	28583	72.50%	17767	45.10%	R	R3		ff7878	0.618	1	1.6	49690	11995	24.10%	37658	75.80%	25663	51.60%	R	R3		ff7878	0.618	1	1.6	26294	0	0.00%	21202	80.60%	16159	80.60%	R	R5		990000	0.618	1	1.6	48272	13242	27.40%	35000	72.50%	21758	45.10%	R	R3		ff7878	0.618	1	1.6	36521	7864	21.50%	28513	78.10%	20649	56.50%	R	R3		ff7878	0.618	1	1.6
53	01105	Perry	AL	53	7	1105	Perry	AL	3386	3342	98.70%	0	0.00%	3298	-98.70%	D	B5		80	0.618	1	1.6	4260	4224	99.20%	0	0.00%	4188	-99.20%	D	B5		80	0.618	1	1.6	2941	2911	99.00%	0	0.00%	2881	-99.00%	D	B5		80	0.618	1	1.6	5967	4724	79.20%	1241	20.80%	3483	-58.40%	D	B3		6a5acd	0.618	1	1.6	4417	3253	73.60%	1162	26.30%	2091	-47.30%	D	B3		6a5acd	0.618	1	1.6
54	01107	Pickens	AL	54	7	1107	Pickens	AL	4485	4192	93.50%	0	0.00%	3899	-93.50%	D	B5		80	0.618	1	1.6	6075	5755	94.70%	0	0.00%	5435	-94.70%	D	B5		80	0.618	1	1.6	3953	3822	96.70%	0	0.00%	3691	-96.70%	D	B5		80	0.618	1	1.6	9222	4834	52.40%	4384	47.50%	450	-4.90%	D	B1		cce5ff	0.618	1	1.6	6572	2524	38.40%	4013	61.10%	1489	22.70%	R	R2		ff9999	0.618	1	1.6
55	01109	Pike	AL	55	2	1109	Pike	AL	10376	4556	43.90%	5799	55.90%	1243	12.00%	R	R1		ffcccc	0.618	1	1.6	12570	5808	46.20%	6047	48.10%	239	1.90%	R	P		ff00ff	0.618	1	1.6	9092	3401	37.40%	5687	62.50%	2286	25.10%	R	R2		ff9999	0.618	1	1.6	13854	5891	42.50%	7943	57.30%	2052	14.80%	R	R1		ffcccc	0.618	1	1.6	9660	5118	53.00%	4529	46.90%	589	-6.10%	D	B1		cce5ff	0.618	1	1.6
56	01111	Randolph	AL	56	3	1111	Randolph	AL	7589	1810	23.90%	5774	76.10%	3964	52.20%	R	R3		ff7878	0.618	1	1.6	9911	2389	24.10%	7512	75.80%	5123	51.70%	R	R3		ff7878	0.618	1	1.6	5942	1656	27.90%	4273	71.90%	2617	44.00%	R	R3		ff7878	0.618	1	1.6	9856	2964	30.10%	6879	69.80%	3915	39.70%	R	R2		ff9999	0.618	1	1.6	7230	2175	30.10%	5050	69.80%	2875	39.80%	R	R2		ff9999	0.618	1	1.6
57	01113	Russell	AL	57	3	1113	Russell	AL	15029	8019	53.40%	7003	46.60%	1016	-6.80%	D	B1		cce5ff	0.618	1	1.6	18896	9327	49.40%	9545	50.50%	218	1.20%	R	P		ff00ff	0.618	1	1.6	9170	4711	51.40%	4448	48.50%	263	-2.90%	D	B1		cce5ff	0.618	1	1.6	18304	9879	54.00%	8394	45.90%	1485	-8.10%	D	B1		cce5ff	0.618	1	1.6	11465	5982	52.20%	5475	47.80%	507	-4.40%	D	B1		cce5ff	0.618	1	1.6
58	01115	St. Clair	AL	58	3	1115	St. Clair	AL	29869	5589	18.70%	24272	81.30%	18683	62.50%	R	R4		ff0000	0.618	1	1.6	37817	6013	15.90%	31757	84.00%	25744	68.10%	R	R4		ff0000	0.618	1	1.6	19227	2957	15.40%	16247	84.50%	13290	69.10%	R	R4		ff0000	0.618	1	1.6	34219	5904	17.30%	28222	82.50%	22318	65.20%	R	R4		ff0000	0.618	1	1.6	21433	0	0.00%	21157	98.70%	21157	98.70%	R	R5		990000	0.618	1	1.6
59	01117	Shelby	AL	59	6	1117	Shelby	AL	83665	23289	27.80%	60328	72.10%	37039	44.30%	R	R3		ff7878	0.618	2	2.6	99690	22396	22.50%	77209	77.40%	54813	55.00%	R	R3		ff7878	0.618	2	2.6	50544	9933	19.70%	40546	80.20%	30613	60.60%	R	R4		ff0000	0.618	1	1.6	91014	23863	26.20%	66949	73.60%	43086	47.30%	R	R3		ff7878	0.618	2	2.6	54622	0	0.00%	53591	98.10%	53591	98.10%	R	R5		990000	0.618	1	1.6
60	01119	Sumter	AL	60	7	1119	Sumter	AL	4597	4540	98.80%	0	0.00%	4483	-98.80%	D	B5		80	0.618	1	1.6	5346	5303	99.20%	0	0.00%	5260	-99.20%	D	B5		80	0.618	1	1.6	3539	3502	99.00%	0	0.00%	3465	-99.00%	D	B5		80	0.618	1	1.6	6876	5527	80.40%	1347	19.60%	4180	-60.80%	D	B4		0000cd	0.618	1	1.6	5546	4320	77.90%	1225	22.10%	3095	-55.80%	D	B3		6a5acd	0.618	1	1.6
61	01121	Talladega	AL	61	3	1121	Talladega	AL	26187	10212	39.00%	15963	61.00%	5751	22.00%	R	R2		ff9999	0.618	1	1.6	33104	12271	37.10%	20805	62.80%	8534	25.80%	R	R2		ff9999	0.618	1	1.6	19134	7192	37.60%	11926	62.30%	4734	24.70%	R	R2		ff9999	0.618	1	1.6	32857	13231	40.30%	19575	59.60%	6344	19.30%	R	R1		ffcccc	0.618	1	1.6	23956	8922	37.20%	15003	62.60%	6081	25.40%	R	R2		ff9999	0.618	1	1.6
62	01123	Tallapoosa	AL	62	3	1123	Tallapoosa	AL	15687	4684	29.90%	10998	70.10%	6314	40.20%	R	R2		ff9999	0.618	1	1.6	19231	5613	29.20%	13602	70.70%	7989	41.50%	R	R3		ff7878	0.618	1	1.6	11947	3459	29.00%	8486	71.00%	5027	42.10%	R	R3		ff7878	0.618	1	1.6	18427	5924	32.10%	12477	67.70%	6553	35.60%	R	R2		ff9999	0.618	1	1.6	15712	5364	34.10%	10347	65.90%	4983	31.70%	R	R2		ff9999	0.618	1	1.6
63	01125	Tuscaloosa	AL	63		1125	Tuscaloosa	AL	52063	32996	63.40%	17539	33.70%	15457	-29.70%	D	B2		99ccff	0.618	1	1.6	58177	34244	58.90%	22125	38.00%	12119	-20.80%	D	B1		cce5ff	0.618	1	1.6	29394	16910	57.50%	11493	39.10%	5417	-18.40%	D	B1		cce5ff	0.618	1	1.6	75699	33830	44.70%	41802	55.20%	7972	10.50%	R	R1		ffcccc	0.618	2	2.6	50539	17496	34.60%	32796	64.90%	15300	30.30%	R	R2		ff9999	0.618	1	1.6
64	01127	Walker	AL	64	4	1127	Walker	AL	23031	4111	17.80%	18897	82.10%	14786	64.20%	R	R4		ff0000	0.618	1	1.6	25146	0	0.00%	24770	98.50%	24394	98.50%	R	R5		990000	0.618	1	1.6	13827	0	0.00%	13606	98.40%	13385	98.40%	R	R5		990000	0.618	1	1.6	28168	6909	24.50%	21241	75.40%	14332	50.90%	R	R3		ff7878	0.618	1	1.6	18006	0	0.00%	17650	98.00%	17650	98.00%	R	R5		990000	0.618	1	1.6
65	01129	Washington	AL	65	1	1129	Washington	AL	6808	2004	29.40%	4802	70.50%	2798	41.10%	R	R3		ff7878	0.618	1	1.6	5761	0	0.00%	5686	98.70%	5611	98.70%	R	R5		990000	0.618	1	1.6	4927	1544	31.30%	3380	68.60%	1836	37.30%	R	R2		ff9999	0.618	1	1.6	5882	0	0.00%	5808	98.70%	5808	98.70%	R	R5		990000	0.618	1	1.6	4684	0	0.00%	4028	86.00%	4028	86.00%	R	R5		990000	0.618	1	1.6
66	01131	Wilcox	AL	66	7	1131	Wilcox	AL	3549	3478	98.00%	0	0.00%	3407	-98.00%	D	B5		80	0.618	1	1.6	4597	4554	99.10%	0	0.00%	4511	-99.10%	D	B5		80	0.618	1	1.6	3403	3353	98.50%	0	0.00%	3303	-98.50%	D	B5		80	0.618	1	1.6	6360	4951	77.80%	1409	22.20%	3542	-55.70%	D	B3		6a5acd	0.618	1	1.6	4858	3700	76.20%	1156	23.80%	2544	-52.40%	D	B3		6a5acd	0.618	1	1.6
67	01133	Winston	AL	67	4	1133	Winston	AL	7685	829	10.80%	6836	89.00%	6007	78.20%	R	R4		ff0000	0.618	1	1.6	9203	0	0.00%	9097	98.80%	8991	98.80%	R	R5		990000	0.618	1	1.6	5622	0	0.00%	5568	99.00%	5514	99.00%	R	R5		990000	0.618	1	1.6	9617	1363	14.20%	8246	85.70%	6883	71.60%	R	R4		ff0000	0.618	1	1.6	7016	0	0.00%	6938	98.90%	6938	98.90%	R	R5		990000	0.618	1	1.6
68	02701	District 1	AK	68	1	2701	District 1	AK	5595	2930	52.40%	2636	47.10%	294	-5.30%	D	B1		cce5ff	0.618	1	1.6	6345	2405	37.90%	2989	47.10%	584	9.20%		R1		ffcccc	0.618	1	1.6	5849	2319	39.60%	2934	50.20%	615	10.50%		R1		ffcccc	0.618	1	1.6	7361	1041	14.10%	5598	76.00%	4557			P		ff00ff	0.618	1	1.6	5315	1325	24.90%	3964	74.60%	2639	49.70%	R	R3		ff7878	0.618	1	1.6
69	02702	District 2	AK	69	1	2702	District 2	AK	3770	1539	40.80%	2211	58.60%	672	17.80%	R	R1		ffcccc	0.618	1	1.6	4948	1510	30.50%	2630	53.20%	1120	22.60%	R	R2		ff9999	0.618	1	1.6	3792	1143	30.10%	2216	58.40%	1073	28.30%	R	R2		ff9999	0.618	1	1.6	8774	2274	25.90%	5665	64.60%	3391	38.60%	R	R2		ff9999	0.618	1	1.6	6098	2003	32.80%	4072	66.80%	2069	33.90%	R	R2		ff9999	0.618	1	1.6
70	02703	District 3	AK	70	1	2703	District 3	AK	5976	1641	27.50%	4281	71.60%	2640	44.20%	R	R3		ff7878	0.618	1	1.6	7366	1545	21.00%	4530	61.50%	2985	40.50%	R	R3		ff7878	0.618	1	1.6	6013	1299	21.60%	4019	66.80%	2720	45.20%	R	R3		ff7878	0.618	1	1.6	5548	1322	23.80%	3698	66.70%	2376	42.80%	R	R3		ff7878	0.618	1	1.6	7070	3897	55.10%	3128	44.20%	769	-10.90%	D	B1		cce5ff	0.618	1	1.6
71	02704	District 4	AK	71	1	2704	District 4	AK	8697	4910	56.50%	3759	43.20%	1151	-13.20%	D	B1		cce5ff	0.618	1	1.6	9322	4316	46.30%	3787	40.60%	529	-5.70%	D	B1		cce5ff	0.618	1	1.6	8571	4208	49.10%	3501	40.80%	707	-8.20%	D	B1		cce5ff	0.618	1	1.6	6577	1859	28.30%	4115	62.60%	2256	34.30%	R	R2		ff9999	0.618	1	1.6	6846	2591	37.80%	4215	61.60%	1624	23.70%	R	R2		ff9999	0.618	1	1.6
72	02705	District 5	AK	72	1	2705	District 5	AK	6963	3687	53.00%	3240	46.50%	447	-6.40%	D	B1		cce5ff	0.618	1	1.6	7704	3222	41.80%	3410	44.30%	188	2.40%	R	R1		ffcccc	0.618	1	1.6	6959	3081	44.30%	3133	45.00%	52	0.70%	R	P		ff00ff	0.618	1	1.6	7936	2708	34.10%	4362	55.00%	1654	20.80%	R	R1		ffcccc	0.618	1	1.6	5741	1969	34.30%	3742	65.20%	1773	30.90%	R	R2		ff9999	0.618	1	1.6
73	02706	District 6	AK	73	1	2706	District 6	AK	7081	2751	38.90%	4293	60.60%	1542	21.80%	R	R2		ff9999	0.618	1	1.6	8103	2361	29.10%	4500	55.50%	2139	26.40%	R	R2		ff9999	0.618	1	1.6	7041	2214	31.40%	4108	58.30%	1894	26.90%	R	R2		ff9999	0.618	1	1.6	7327	1447	19.70%	5252	71.70%	3805	51.90%	R	R3		ff7878	0.618	1	1.6	5656	1161	20.50%	4459	78.80%	3298	58.30%	R	R3		ff7878	0.618	1	1.6
74	02707	District 7	AK	74	1	2707	District 7	AK	7284	2104	28.90%	5142	70.60%	3038	41.70%	R	R3		ff7878	0.618	1	1.6	8017	1808	22.60%	4742	59.10%	2934	36.60%	R	R2		ff9999	0.618	1	1.6	6908	2058	29.80%	4071	58.90%	2013	29.10%	R	R2		ff9999	0.618	1	1.6	7384	1488	20.20%	5299	71.80%	3811	51.60%	R	R3		ff7878	0.618	1	1.6	9266	3268	35.30%	5931	64.00%	2663	28.70%	R	R2		ff9999	0.618	1	1.6
75	02708	District 8	AK	75	1	2708	District 8	AK	7400	1854	25.10%	5511	74.50%	3657	49.40%	R	R3		ff7878	0.618	1	1.6	7742	1554	20.10%	4794	61.90%	3240	41.80%	R	R3		ff7878	0.618	1	1.6	6436	1759	27.30%	3994	62.10%	2235	34.70%	R	R2		ff9999	0.618	1	1.6	7999	1507	18.80%	5909	73.90%	4402	55.00%	R	R3		ff7878	0.618	1	1.6	8326	3461	41.60%	4820	57.90%	1359	16.30%	R	R1		ffcccc	0.618	1	1.6
76	02709	District 9	AK	76	1	2709	District 9	AK	8104	2610	32.20%	5445	67.20%	2835	35.00%	R	R2		ff9999	0.618	1	1.6	8604	2008	23.30%	5044	58.60%	3036	35.30%	R	R2		ff9999	0.618	1	1.6	7446	2305	31.00%	4363	58.60%	2058	27.60%	R	R2		ff9999	0.618	1	1.6	7177	1257	17.50%	5367	74.80%	4110	57.30%	R	R3		ff7878	0.618	1	1.6	5156	1565	30.40%	3554	68.90%	1989	38.60%	R	R2		ff9999	0.618	1	1.6
77	02710	District 10	AK	77	1	2710	District 10	AK	8254	2580	31.30%	5628	68.20%	3048	36.90%	R	R2		ff9999	0.618	1	1.6	8735	2166	24.80%	4941	56.60%	2775	31.80%	R	R2		ff9999	0.618	1	1.6	7575	2354	31.10%	4398	58.10%	2044	27.00%	R	R2		ff9999	0.618	1	1.6	6410	1035	16.10%	4862	75.90%	3827	59.70%	R	R4		ff0000	0.618	1	1.6	3581	947	26.40%	2615	73.00%	1668	46.60%	R	R3		ff7878	0.618	1	1.6
78	02711	District 11	AK	78	1	2711	District 11	AK	8460	2844	33.60%	5575	65.90%	2731	32.30%	R	R2		ff9999	0.618	1	1.6	9449	2454	26.00%	5352	56.60%	2898	30.70%	R	R2		ff9999	0.618	1	1.6	8151	2871	35.20%	4479	55.00%	1608	19.70%	R	R1		ffcccc	0.618	1	1.6	8422	1635	19.40%	6173	73.30%	4538	53.90%	R	R3		ff7878	0.618	1	1.6	7395	1191	16.10%	6155	83.20%	4964	67.10%	R	R4		ff0000	0.618	1	1.6
79	02712	District 12	AK	79	1	2712	District 12	AK	8467	2511	29.70%	5923	70.00%	3412	40.30%	R	R2		ff9999	0.618	1	1.6	9313	2169	23.30%	5698	61.20%	3529	37.90%	R	R2		ff9999	0.618	1	1.6	8199	2539	31.00%	4933	60.20%	2394	29.20%	R	R2		ff9999	0.618	1	1.6	5947	1318	22.20%	4202	70.70%	2884	48.50%	R	R3		ff7878	0.618	1	1.6	5334	1111	20.80%	4195	78.60%	3084	57.80%	R	R3		ff7878	0.618	1	1.6
80	02713	District 13	AK	80	1	2713	District 13	AK	4987	1800	36.10%	3166	63.50%	1366	27.40%	R	R2		ff9999	0.618	1	1.6	6134	1619	26.40%	3555	58.00%	1936	31.60%	R	R2		ff9999	0.618	1	1.6	4762	1588	33.30%	2739	57.50%	1151	24.20%	R	R2		ff9999	0.618	1	1.6	5310	1644	31.00%	3301	62.20%	1657	31.20%	R	R2		ff9999	0.618	1	1.6	9306	2043	22.00%	7228	77.70%	5185	55.70%	R	R3		ff7878	0.618	1	1.6
81	02714	District 14	AK	81	1	2714	District 14	AK	8648	3410	39.40%	5196	60.10%	1786	20.70%	R	R1		ffcccc	0.618	1	1.6	10129	3046	30.10%	5717	56.40%	2671	26.40%	R	R2		ff9999	0.618	1	1.6	8826	3144	35.60%	5006	56.70%	1862	21.10%	R	R1		ffcccc	0.618	1	1.6	6841	2479	36.20%	3908	57.10%	1429	20.90%	R	R1		ffcccc	0.618	1	1.6	7964	1556	19.50%	6360	79.90%	4804	60.30%	R	R4		ff0000	0.618	1	1.6
82	02715	District 15	AK	82	1	2715	District 15	AK	3598	1855	51.60%	1716	47.70%	139	-3.90%	D	B1		cce5ff	0.618	1	1.6	4694	1597	34.00%	2415	51.40%	818	17.40%	R	R1		ffcccc	0.618	1	1.6	4092	1743	42.60%	2035	49.70%	292	7.10%	R	R1		ffcccc	0.618	1	1.6	6207	2378	38.30%	3375	54.40%	997	16.10%	R	R1		ffcccc	0.618	1	1.6	8661	1962	22.70%	6640	76.70%	4678	54.00%	R	R3		ff7878	0.618	1	1.6
83	02716	District 16	AK	83	1	2716	District 16	AK	6271	3425	54.60%	2823	45.00%	602	-9.60%	D	B1		cce5ff	0.618	1	1.6	7207	3119	43.30%	3174	44.00%	55	0.80%	R	P		ff00ff	0.618	1	1.6	6565	3196	48.70%	2888	44.00%	308	-4.70%	D	B1		cce5ff	0.618	1	1.6	6884	2934	42.60%	3505	50.90%	571	8.30%	R	R1		ffcccc	0.618	1	1.6	8870	2030	22.90%	6806	76.70%	4776	53.80%	R	R3		ff7878	0.618	1	1.6
84	02717	District 17	AK	84	1	2717	District 17	AK	5805	3408	58.70%	2380	41.00%	1028	-17.70%	D	B1		cce5ff	0.618	1	1.6	6523	3094	47.40%	2641	40.50%	453	-6.90%	D	B1		cce5ff	0.618	1	1.6	6024	3082	51.20%	2491	41.40%	591	-9.80%	D	B1		cce5ff	0.618	1	1.6	4395	2115	48.10%	1996	45.40%	119	-2.70%	D	B1		cce5ff	0.618	1	1.6	7188	1638	22.80%	5516	76.70%	3878	54.00%	R	R3		ff7878	0.618	1	1.6
85	02718	District 18	AK	85	1	2718	District 18	AK	6457	4004	62.00%	2431	37.60%	1573	-24.40%	D	B2		99ccff	0.618	1	1.6	7170	3674	51.20%	2651	37.00%	1023	-14.30%	D	B1		cce5ff	0.618	1	1.6	7067	3910	55.30%	2681	37.90%	1229	-17.40%	D	B1		cce5ff	0.618	1	1.6	6624	3205	48.40%	2953	44.60%	252	-3.80%	D	B1		cce5ff	0.618	1	1.6	3107	679	21.90%	2407	77.50%	1728	55.60%	R	R3		ff7878	0.618	1	1.6
86	02719	District 19	AK	86	1	2719	District 19	AK	4129	2600	63.00%	1511	36.60%	1089	-26.40%	D	B2		99ccff	0.618	1	1.6	4633	2361	51.00%	1734	37.40%	627	-13.50%	D	B1		cce5ff	0.618	1	1.6	4471	2445	54.70%	1758	39.30%	687	-15.40%	D	B1		cce5ff	0.618	1	1.6	8067	2985	37.00%	4579	56.80%	1594	19.80%	R	R1		ffcccc	0.618	1	1.6	5730	1941	33.90%	3775	65.90%	1834	32.00%	R	R2		ff9999	0.618	1	1.6
87	02720	District 20	AK	87	1	2720	District 20	AK	6249	4153	66.50%	2072	33.20%	2081	-33.30%	D	B2		99ccff	0.618	1	1.6	6904	3878	56.20%	2274	32.90%	1604	-23.20%	D	B2		99ccff	0.618	1	1.6	6567	4035	61.40%	2100	32.00%	1935	-29.50%	D	B2		99ccff	0.618	1	1.6	7770	2134	27.50%	5150	66.30%	3016	38.80%	R	R2		ff9999	0.618	1	1.6	3414	1211	35.50%	2182	63.90%	971	28.40%	R	R2		ff9999	0.618	1	1.6
88	02721	District 21	AK	88	1	2721	District 21	AK	7787	4600	59.10%	3157	40.50%	1443	-18.50%	D	B1		cce5ff	0.618	1	1.6	8467	4002	47.30%	3485	41.20%	517	-6.10%	D	B1		cce5ff	0.618	1	1.6	8075	4235	52.40%	3367	41.70%	868	-10.70%	D	B1		cce5ff	0.618	1	1.6	8645	2320	26.80%	5801	67.10%	3481	40.30%	R	R2		ff9999	0.618	1	1.6	6857	2690	39.20%	4134	60.30%	1444	21.10%	R	R1		ffcccc	0.618	1	1.6
89	02722	District 22	AK	89	1	2722	District 22	AK	7695	3652	47.50%	4030	52.40%	378	4.90%	R	R1		ffcccc	0.618	1	1.6	8180	3057	37.40%	4139	50.60%	1082	13.20%	R	R1		ffcccc	0.618	1	1.6	7763	3326	42.80%	3879	50.00%	553	7.10%	R	R1		ffcccc	0.618	1	1.6	6383	1939	30.40%	3997	62.60%	2058	32.20%	R	R2		ff9999	0.618	1	1.6	4888	2125	43.50%	2739	56.00%	614	12.60%	R	R1		ffcccc	0.618	1	1.6
90	02723	District 23	AK	90	1	2723	District 23	AK	5963	3033	50.90%	2910	48.80%	123	-2.10%	D	B1		cce5ff	0.618	1	1.6	6696	2668	39.80%	3098	46.30%	430	6.40%	R	R1		ffcccc	0.618	1	1.6	6236	2800	44.90%	2961	47.50%	161	2.60%	R	R1		ffcccc	0.618	1	1.6	8152	2245	27.50%	5436	66.70%	3191	39.10%	R	R2		ff9999	0.618	1	1.6	5447	2777	51.00%	2634	48.40%	143	-2.60%	D	B1		cce5ff	0.618	1	1.6
91	02724	District 24	AK	91	1	2724	District 24	AK	8497	3849	45.30%	4622	54.40%	773	9.10%	R	R1		ffcccc	0.618	1	1.6	9117	3343	36.70%	4798	52.60%	1455	16.00%	R	R1		ffcccc	0.618	1	1.6	8592	3671	42.70%	4392	51.10%	721	8.40%	R	R1		ffcccc	0.618	1	1.6	7102	2151	30.30%	4553	64.10%	2402	33.80%	R	R2		ff9999	0.618	1	1.6	5846	2055	35.20%	3754	64.20%	1699	29.10%	R	R2		ff9999	0.618	1	1.6
92	02725	District 25	AK	92	1	2725	District 25	AK	7369	3796	51.50%	3556	48.30%	240	-3.30%	D	B1		cce5ff	0.618	1	1.6	7893	3184	40.30%	3756	47.60%	572	7.20%	R	R1		ffcccc	0.618	1	1.6	7237	3274	45.20%	3502	48.40%	228	3.20%	R	R1		ffcccc	0.618	1	1.6	8444	2879	34.10%	5065	60.00%	2186	25.90%	R	R2		ff9999	0.618	1	1.6	4879	2144	43.90%	2700	55.30%	556	11.40%	R	R1		ffcccc	0.618	1	1.6
93	02726	District 26	AK	93	1	2726	District 26	AK	8186	3609	44.10%	4549	55.60%	940	11.50%	R	R1		ffcccc	0.618	1	1.6	8699	3136	36.10%	4680	53.80%	1544	17.70%	R	R1		ffcccc	0.618	1	1.6	8088	3320	41.00%	4260	52.70%	940	11.60%	R	R1		ffcccc	0.618	1	1.6	10129	2330	23.00%	7121	70.30%	4791	47.30%	R	R3		ff7878	0.618	1	1.6	7021	3151	44.90%	3832	54.60%	681	9.70%	R	R1		ffcccc	0.618	1	1.6
94	02727	District 27	AK	94	1	2727	District 27	AK	7896	4003	50.70%	3853	48.80%	150	-1.90%	D	P		ff00ff	0.618	1	1.6	8607	3564	41.40%	4042	47.00%	478	5.60%	R	R1		ffcccc	0.618	1	1.6	8081	3838	47.50%	3740	46.30%	98	-1.20%	D	P		ff00ff	0.618	1	1.6	10512	3297	31.40%	6542	62.20%	3245	30.90%	R	R2		ff9999	0.618	1	1.6	6930	2078	30.00%	4825	69.60%	2747	39.60%	R	R2		ff9999	0.618	1	1.6
95	02728	District 28	AK	95	1	2728	District 28	AK	10534	5122	48.60%	5397	51.20%	275	2.60%	R	R1		ffcccc	0.618	1	1.6	11236	4616	41.10%	5594	49.80%	978	8.70%	R	R1		ffcccc	0.618	1	1.6	10381	4955	47.70%	4875	47.00%	80	-0.80%	D	P		ff00ff	0.618	1	1.6	8187	1677	20.50%	5742	70.10%	4065	49.70%	R	R3		ff7878	0.618	1	1.6	8085	2358	29.20%	5695	70.40%	3337	41.30%	R	R3		ff7878	0.618	1	1.6
96	02729	District 29	AK	96	1	2729	District 29	AK	8456	2834	33.50%	5575	65.90%	2741	32.40%	R	R2		ff9999	0.618	1	1.6	9060	2424	26.80%	5105	56.30%	2681	29.60%	R	R2		ff9999	0.618	1	1.6	8008	2268	28.30%	4970	62.10%	2702	33.70%	R	R2		ff9999	0.618	1	1.6	7751	1509	19.50%	5615	72.40%	4106	53.00%	R	R3		ff7878	0.618	1	1.6	5095	1565	30.70%	3505	68.80%	1940	38.10%	R	R2		ff9999	0.618	1	1.6
97	02730	District 30	AK	97	1	2730	District 30	AK	7858	2534	32.20%	5243	66.70%	2709	34.50%	R	R2		ff9999	0.618	1	1.6	8635	2191	25.40%	5007	58.00%	2816	32.60%	R	R2		ff9999	0.618	1	1.6	7681	2174	28.30%	4792	62.40%	2618	34.10%	R	R2		ff9999	0.618	1	1.6	9223	3001	32.50%	5456	59.20%	2455	26.60%	R	R2		ff9999	0.618	1	1.6	7480	2398	32.10%	5051	67.50%	2653	35.50%	R	R2		ff9999	0.618	1	1.6
98	02731	District 31	AK	98	1	2731	District 31	AK	9762	4646	47.60%	5051	51.70%	405	4.10%	R	R1		ffcccc	0.618	1	1.6	9816	3697	37.70%	4569	46.50%	872	8.90%	R	R1		ffcccc	0.618	1	1.6	8553	3490	40.80%	4209	49.20%	719	8.40%	R	R1		ffcccc	0.618	1	1.6	8940	3201	35.80%	5011	56.10%	1810	20.20%	R	R1		ffcccc	0.618	1	1.6	8688	2514	28.90%	6141	70.70%	3627	41.70%	R	R3		ff7878	0.618	1	1.6
99	02732	District 32	AK	99	1	2732	District 32	AK	6332	3052	48.20%	3257	51.40%	205	3.20%	R	R1		ffcccc	0.618	1	1.6	7118	2483	34.90%	3627	51.00%	1144	16.10%	R	R1		ffcccc	0.618	1	1.6	6157	2911	47.30%	2870	46.60%	41	-0.70%	D	P		ff00ff	0.618	1	1.6	9112	4420	48.50%	3926	43.10%	494	-5.40%	D	B1		cce5ff	0.618	1	1.6	10433	3643	34.90%	6744	64.60%	3101	29.70%	R	R2		ff9999	0.618	1	1.6
100	02733	District 33	AK	100	1	2733	District 33	AK	9431	6662	70.60%	2752	29.20%	3910	-41.50%	D	B3		6a5acd	0.618	1	1.6	9619	5593	58.10%	2967	30.80%	2626	-27.30%	D	B2		99ccff	0.618	1	1.6	9173	5674	61.90%	2918	31.80%	2756	-30.00%	D	B2		99ccff	0.618	1	1.6	7237	1741	24.10%	4887	67.50%	3146	43.50%	R	R3		ff7878	0.618	1	1.6	6845	1628	23.80%	5187	75.80%	3559	52.00%	R	R3		ff7878	0.618	1	1.6
